モルペコ軸デッキ,,
0,マリル,3
0,マリルリ,3
0,チョロネコ,3
0,レパルダス,3
0,モルペコV,3
0,スイクンV,1
0,マナフィ,1
1,マリィのプライド,4
1,博士の研究,4
1,ジュン,2
2,ハイパーボール,2
2,ポケモン入れ替え,2
3,トレーニングコート,1
4,基本悪E,8
4,基本水E,5
